SENSOR_PROTOCOL_IDENT,HEALTH_PROTOCOL_TYPE_IDENT,SENSOR_PROTOCOL_CODE,DESCRIPTION,LOCALIZED_DESCRIPTION,DATA_TYPE,UOM_CODE,ACTIVE,BITLENGTH,SLOPE,OFFSET,NAME,EXPRESSION,KALMAN_Q,KALMAN_R,APPLY_FILTER,CREATED_TIMESTAMP,CREATED_LOGIN_NAME,LAST_UPDATED_TIMESTAMP,LAST_UPDATED_LOGIN_NAME,ALIAS,GROUP,ACCESS
16,F8B0C45F-0261-4320-B082-0FCE8EF23FF9,SPN00046,Engine Speed,NULL,?,RPM,Y,16,1,0,EngineSpeed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17,F8B0C45F-0261-4320-B082-0FCE8EF23FF9,SPN00006,Engine Coolant Water Temperature,NULL,?,C,Y,8,1,-40,EngineCoolantWaterTemp,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
18,F8B0C45F-0261-4320-B082-0FCE8EF23FF9,SPN00021,Intake Manifold Temperature 1,NULL,?,C,Y,8,1,-40,AfterCoolerTemp 1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
19,F8B0C45F-0261-4320-B082-0FCE8EF23FF9,SPN00022,Intake Manifold Temperature 2,NULL,?,C,Y,8,1,-40,AfterCoolerTemp 2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20,F8B0C45F-0261-4320-B082-0FCE8EF23FF9,SPN00231,Intake Manifold Temperature 3,NULL,?,C,Y,8,1,-40,AfterCoolerTemp 3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
21,F8B0C45F-0261-4320-B082-0FCE8EF23FF9,SPN00232,Intake Manifold Temperature 4,NULL,?,C,Y,8,1,-40,AfterCoolerTemp 4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
22,F8B0C45F-0261-4320-B082-0FCE8EF23FF9,SPN00012,Engine Oil Temperature,NULL,?,C,Y,16,1,-273,EngineOilTemp,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23,F8B0C45F-0261-4320-B082-0FCE8EF23FF9,SPN00011,Engine Oil Pressure,NULL,?,KPA,Y,8,1,0,EngineOilPress,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
24,F8B0C45F-0261-4320-B082-0FCE8EF23FF9,SPN14527,Fuel Gauge of Display,NULL,?,STATE,Y,8,1,0,Fuel Gauge,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
25,F8B0C45F-0261-4320-B082-0FCE8EF23FF9,SPN00016,Boost Pressure Left bank,NULL,?,KPA,Y,8,1,0,Boost Pressure1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
26,F8B0C45F-0261-4320-B082-0FCE8EF23FF9,SPN00017,Boost Pressure Right bank,NULL,?,KPA,Y,8,1,0,Boost Pressure2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
27,F8B0C45F-0261-4320-B082-0FCE8EF23FF9,SPN00120,Exhaust Temperature #1,NULL,?,C,Y,16,1,-273,Exhaust Temperature #1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
28,F8B0C45F-0261-4320-B082-0FCE8EF23FF9,SPN00121,Exhaust Temperature #2,NULL,?,C,Y,16,1,-273,Exhaust Temperature #2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
29,F8B0C45F-0261-4320-B082-0FCE8EF23FF9,SPN00122,Exhaust Temperature #3,NULL,?,C,Y,16,1,-273,Exhaust Temperature #3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
30,F8B0C45F-0261-4320-B082-0FCE8EF23FF9,SPN00123,Exhaust Temperature #4,NULL,?,C,Y,16,1,-273,Exhaust Temperature #4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
31,F8B0C45F-0261-4320-B082-0FCE8EF23FF9,SPN00124,Exhaust Temperature #5,NULL,?,C,Y,16,1,-273,Exhaust Temperature #5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
32,F8B0C45F-0261-4320-B082-0FCE8EF23FF9,SPN00125,Exhaust Temperature #6,NULL,?,C,Y,16,1,-273,Exhaust Temperature #6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
33,F8B0C45F-0261-4320-B082-0FCE8EF23FF9,SPN00126,Exhaust Temperature #7,NULL,?,C,Y,16,1,-273,Exhaust Temperature #7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
34,F8B0C45F-0261-4320-B082-0FCE8EF23FF9,SPN00127,Exhaust Temperature #8,NULL,?,C,Y,16,1,-273,Exhaust Temperature #8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
35,F8B0C45F-0261-4320-B082-0FCE8EF23FF9,SPN00128,Exhaust Temperature #9,NULL,?,C,Y,16,1,-273,Exhaust Temperature #9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
36,F8B0C45F-0261-4320-B082-0FCE8EF23FF9,SPN00129,Exhaust Temperature #10,NULL,?,C,Y,16,1,-273,Exhaust Temperature #10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
37,F8B0C45F-0261-4320-B082-0FCE8EF23FF9,SPN00130,Exhaust Temperature #11,NULL,?,C,Y,16,1,-273,Exhaust Temperature #11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
38,F8B0C45F-0261-4320-B082-0FCE8EF23FF9,SPN00131,Exhaust Temperature #12,NULL,?,C,Y,16,1,-273,Exhaust Temperature #12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
39,F8B0C45F-0261-4320-B082-0FCE8EF23FF9,SPN00132,Exhaust Temperature #13,NULL,?,C,Y,16,1,-273,Exhaust Temperature #13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
40,F8B0C45F-0261-4320-B082-0FCE8EF23FF9,SPN00133,Exhaust Temperature #14,NULL,?,C,Y,16,1,-273,Exhaust Temperature #14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
41,F8B0C45F-0261-4320-B082-0FCE8EF23FF9,SPN00134,Exhaust Temperature #15,NULL,?,C,Y,16,1,-273,Exhaust Temperature #15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
42,F8B0C45F-0261-4320-B082-0FCE8EF23FF9,SPN00135,Exhaust Temperature #16,NULL,?,C,Y,16,1,-273,Exhaust Temperature #16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
43,F8B0C45F-0261-4320-B082-0FCE8EF23FF9,SPN19411,Strut Pressure Left Front,NULL,?,MPA,Y,16,1,0,Strut Pressure Left Front,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
44,F8B0C45F-0261-4320-B082-0FCE8EF23FF9,SPN19412,Strut Pressure Right Front,NULL,?,MPA,Y,16,1,0,Strut Pressure Right Front,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45,F8B0C45F-0261-4320-B082-0FCE8EF23FF9,SPN19413,Strut Pressure Left Rear,NULL,?,MPA,Y,16,1,0,Strut Pressure Left Rear,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
46,F8B0C45F-0261-4320-B082-0FCE8EF23FF9,SPN19414,Strut Pressure Right Rear,NULL,?,MPA,Y,16,1,0,Strut Pressure Right Rear,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47,F8B0C45F-0261-4320-B082-0FCE8EF23FF9,SPN00044,Ambient Temperature,NULL,?,C,Y,8,1,-40,AmbientTemperature,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
48,F8B0C45F-0261-4320-B082-0FCE8EF23FF9,SPN19441,Payload Number after Power ON,NULL,?,,Y,16,1,0,Payload Number after Power ON,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
49,F8B0C45F-0261-4320-B082-0FCE8EF23FF9,SPN19443,Payload (Measurement),NULL,?,TON,Y,16,1,0,Payload (Measurement),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
50,F8B0C45F-0261-4320-B082-0FCE8EF23FF9,SPN19534,Payload (Static),NULL,?,TON,Y,16,1,0,Payload (Static),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
51,F8B0C45F-0261-4320-B082-0FCE8EF23FF9,SPN19535,Payload (Dynamic),NULL,?,TON,Y,16,1,0,Payload (Dynamic),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
52,F8B0C45F-0261-4320-B082-0FCE8EF23FF9,SPN05421,Trolley Voltage Feedback,NULL,?,VOLTS,Y,16,1,0,Trolley Voltage Feedback,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
53,F8B0C45F-0261-4320-B082-0FCE8EF23FF9,SPN05422,Trolley P Current Feedback,NULL,?,AMPS,Y,16,1,0,Trolley P Current Feedback,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
54,F8B0C45F-0261-4320-B082-0FCE8EF23FF9,SPN05423,Trolley N Current Feedback,NULL,?,AMPS,Y,16,1,0,Trolley N Current Feedback,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
55,F8B0C45F-0261-4320-B082-0FCE8EF23FF9,SPN16414,Service Brake Switch,NULL,?,STATE,Y,2,1,0,Service Brake Switch,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
56,F8B0C45F-0261-4320-B082-0FCE8EF23FF9,SPN14501,Central Indicator,NULL,?,STATE,Y,2,1,0,Central Indicator,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
57,F8B0C45F-0261-4320-B082-0FCE8EF23FF9,SPN14502,Hydraulic Oil Level Indicator,NULL,?,STATE,Y,2,1,0,Hydraulic Oil Level Indicator,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
58,F8B0C45F-0261-4320-B082-0FCE8EF23FF9,SPN14503,Hydraulic Oil Overheat Indicator,NULL,?,STATE,Y,2,1,0,Hydraulic Oil Overheat Indicator,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
59,F8B0C45F-0261-4320-B082-0FCE8EF23FF9,SPN14504,Seat Belt & No Driver On Seat Warning Indicator,NULL,?,STATE,Y,2,1,0,Seat Belt & No Driver On Seat Warning Indicator,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
60,F8B0C45F-0261-4320-B082-0FCE8EF23FF9,SPN14505,Brake/Steering Oil Pressure Warning Indicator,NULL,?,STATE,Y,2,1,0,Brake/Steering Oil Pressure Warning Indicator,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
61,F8B0C45F-0261-4320-B082-0FCE8EF23FF9,SPN14506,Parking Brake Indicator,NULL,?,STATE,Y,2,1,0,Parking Brake Indicator,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
62,F8B0C45F-0261-4320-B082-0FCE8EF23FF9,SPN14507,Load/Dump Brake Status Indicator,NULL,?,STATE,Y,2,1,0,Load/Dump Brake Status Indicator,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
63,F8B0C45F-0261-4320-B082-0FCE8EF23FF9,SPN14508,Auto-Lubrication Indicator,NULL,?,STATE,Y,2,1,0,Auto-Lubrication Indicator,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
64,F8B0C45F-0261-4320-B082-0FCE8EF23FF9,SPN14509,Dump Body Up Status Indicator,NULL,?,STATE,Y,2,1,0,Dump Body Up Status Indicator,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
65,F8B0C45F-0261-4320-B082-0FCE8EF23FF9,SPN14510,Hoist Level Position Status Indicator,NULL,?,STATE,Y,2,1,0,Hoist Level Position Status Indicator,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
66,F8B0C45F-0261-4320-B082-0FCE8EF23FF9,SPN14511,Stop Valve Indicator,NULL,?,STATE,Y,2,1,0,Stop Valve Indicator,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
67,F8B0C45F-0261-4320-B082-0FCE8EF23FF9,SPN14404,Emergency Engine Stop Switch,NULL,?,STATE,Y,2,1,0,Emergency Engine Stop Switch,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
68,F8B0C45F-0261-4320-B082-0FCE8EF23FF9,SPN14512,AC Drive System Status Indicator,NULL,?,STATE,Y,2,1,0,AC Drive System Status Indicator,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
69,F8B0C45F-0261-4320-B082-0FCE8EF23FF9,SPN14513,AC Drive System Maintenance Required Indicator,NULL,?,STATE,Y,2,1,0,AC Drive System Maintenance Required Indicator,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
70,F8B0C45F-0261-4320-B082-0FCE8EF23FF9,SPN14514,Retarder Status Indicator,NULL,?,STATE,Y,2,1,0,Retarder Status Indicator,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
71,F8B0C45F-0261-4320-B082-0FCE8EF23FF9,SPN14515,Wheel Motor Temp Indicator,NULL,?,STATE,Y,2,1,0,Wheel Motor Temp Indicator,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
72,F8B0C45F-0261-4320-B082-0FCE8EF23FF9,SPN14516,Wheel Motor & Alternator Blower Indicator,NULL,?,STATE,Y,2,1,0,Wheel Motor & Alternator Blower Indicator,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
73,F8B0C45F-0261-4320-B082-0FCE8EF23FF9,SPN14517,Grid Dry Indicator,NULL,?,STATE,Y,2,1,0,Grid Dry Indicator,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
74,F8B0C45F-0261-4320-B082-0FCE8EF23FF9,SPN14528,Trolley Indicator,NULL,?,STATE,Y,2,1,0,Trolley Status Indicator,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
75,F8B0C45F-0261-4320-B082-0FCE8EF23FF9,SPN14529,HDC Indicator,NULL,?,STATE,Y,2,1,0,HDC Status Indicator,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
76,F8B0C45F-0261-4320-B082-0FCE8EF23FF9,SPN14518,Engine Shutdown/Service Indicator,NULL,?,STATE,Y,2,1,0,Engine Shutdown/Service Indicator,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
77,F8B0C45F-0261-4320-B082-0FCE8EF23FF9,SPN14519,Engine Coolant Level Indicator,NULL,?,STATE,Y,2,1,0,Engine Coolant Level Indicator,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
78,F8B0C45F-0261-4320-B082-0FCE8EF23FF9,SPN14520,Engine Coolant Overheat Indicator,NULL,?,STATE,Y,2,1,0,Engine Coolant Overheat Indicator,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
79,F8B0C45F-0261-4320-B082-0FCE8EF23FF9,SPN14521,Engine Oil Pressure Indicator,NULL,?,STATE,Y,2,1,0,Engine Oil Pressure Indicator,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
80,F8B0C45F-0261-4320-B082-0FCE8EF23FF9,SPN14522,Air Cleaner Restriction Warning Indicator,NULL,?,STATE,Y,2,1,0,Air Cleaner Restriction Warning Indicator,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
81,F8B0C45F-0261-4320-B082-0FCE8EF23FF9,SPN14523,Battery Charge Warning Indicator,NULL,?,STATE,Y,2,1,0,Battery Charge Warning Indicator,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
82,F8B0C45F-0261-4320-B082-0FCE8EF23FF9,SPN14524,Fuel Empty Indicator,NULL,?,STATE,Y,2,1,0,Fuel Empty Indicator,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
83,F8B0C45F-0261-4320-B082-0FCE8EF23FF9,SPN14402,Inhibit Propel,NULL,?,STATE,Y,2,1,0,Inhibit Propel,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
84,F8B0C45F-0261-4320-B082-0FCE8EF23FF9,SPN14403,Reverse Alarm,NULL,?,STATE,Y,2,1,0,Reverse Alarm,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
85,F8B0C45F-0261-4320-B082-0FCE8EF23FF9,,Engine On,NULL,?,STATE,Y,2,1,0,Engine On,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
86,F8B0C45F-0261-4320-B082-0FCE8EF23FF9,,Gear Oil Temperature,NULL,?,C,Y,8,1,-40,Gear Oil Temperature,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
87,F8B0C45F-0261-4320-B082-0FCE8EF23FF9,,MotorTemp,NULL,?,C,Y,8,1,-40,MotorTemp,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
88,F8B0C45F-0261-4320-B082-0FCE8EF23FF9,SPN13422,Reduction Gear Oil Pressure Left,NULL,?,MPA,Y,16,1,0,Reduction Gear Oil Pressure Left,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
89,F8B0C45F-0261-4320-B082-0FCE8EF23FF9,SPN13423,Reduction Gear Oil Pressure Right,NULL,?,MPA,Y,16,1,0,Reduction Gear Oil Pressure Right,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
90,F8B0C45F-0261-4320-B082-0FCE8EF23FF9,SPN15415,Seat Belt Reminder Buzzer,NULL,?,STATE,Y,2,1,0,Seat Belt Reminder Buzzer,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
91,F8B0C45F-0261-4320-B082-0FCE8EF23FF9,SPN15426,Seat Belt Reminder Lamp,NULL,?,STATE,Y,2,1,0,Seat Belt Reminder Lamp,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
92,F8B0C45F-0261-4320-B082-0FCE8EF23FF9,SPN15425,Seat Belt Reminder Switch,NULL,?,STATE,Y,2,1,0,Seat Belt Reminder Switch,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
93,F8B0C45F-0261-4320-B082-0FCE8EF23FF9,SPN16408,Parking Brake Release Pressure Status,NULL,?,STATE,Y,2,1,0,Parking Brake Release Pressure Status,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
94,F8B0C45F-0261-4320-B082-0FCE8EF23FF9,SPN16406,Parking Brake Switch,NULL,?,STATE,Y,2,1,0,Parking Brake Switch,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
95,F8B0C45F-0261-4320-B082-0FCE8EF23FF9,SPN16412,Load Dump Lamp,NULL,?,STATE,Y,2,1,0,Load Dump Lamp,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
96,F8B0C45F-0261-4320-B082-0FCE8EF23FF9,SPN16410,Load Dump Brake Switch,NULL,?,STATE,Y,2,1,0,Load Dump Brake Switch,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8,E992CBE5-3734-487C-88AF-0044E9059450,SPN14525,Body Angle,NULL,?,PERCENT,Y,8,1,0,Body Angle,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9,E992CBE5-3734-487C-88AF-0044E9059450,SPN16422,Brake Cooling Oil Temperature,NULL,?,C,Y,8,1,-40,Brake Cooling Oil Temperature,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10,E992CBE5-3734-487C-88AF-0044E9059450,SPN16402,Incline meterX (Pitch),NULL,?,DEG,Y,16,1,-200,Incline meterX (Pitch),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11,E992CBE5-3734-487C-88AF-0044E9059450,SPN03408,Travel Speed,NULL,?,KM/H,Y,16,1,0,Travel Speed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12,E992CBE5-3734-487C-88AF-0044E9059450,SPN14526,Travel Mode,NULL,?,STATE,Y,8,1,0,Travel Mode,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
13,E992CBE5-3734-487C-88AF-0044E9059450,SPN02400,Shift Lever Position,NULL,?,STATE,Y,8,1,0,Shift Lever Position,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14,E992CBE5-3734-487C-88AF-0044E9059450,SPN02448,Wheel Motor Temp (Right),NULL,?,C,Y,8,1,-40,Wheel Motor Temp (Right),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
15,E992CBE5-3734-487C-88AF-0044E9059450,SPN02449,Wheel Motor Temp (Left),NULL,?,C,Y,8,1,-40,Wheel Motor Temp (Left),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
16,E992CBE5-3734-487C-88AF-0044E9059450,SPN00046,Engine Speed,NULL,?,RPM,Y,16,1,0,EngineSpeed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17,E992CBE5-3734-487C-88AF-0044E9059450,SPN00006,Engine Coolant Water Temperature,NULL,?,C,Y,8,1,-40,EngineCoolantWaterTemp,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
18,E992CBE5-3734-487C-88AF-0044E9059450,SPN00021,Intake Manifold Temperature 1,NULL,?,C,Y,8,1,-40,AfterCoolerTemp 1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
19,E992CBE5-3734-487C-88AF-0044E9059450,SPN00022,Intake Manifold Temperature 2,NULL,?,C,Y,8,1,-40,AfterCoolerTemp 2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20,E992CBE5-3734-487C-88AF-0044E9059450,SPN00231,Intake Manifold Temperature 3,NULL,?,C,Y,8,1,-40,AfterCoolerTemp 3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
21,E992CBE5-3734-487C-88AF-0044E9059450,SPN00232,Intake Manifold Temperature 4,NULL,?,C,Y,8,1,-40,AfterCoolerTemp 4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
22,E992CBE5-3734-487C-88AF-0044E9059450,SPN00012,Engine Oil Temperature,NULL,?,C,Y,16,1,-273,EngineOilTemp,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23,E992CBE5-3734-487C-88AF-0044E9059450,SPN00011,Engine Oil Pressure,NULL,?,KPA,Y,8,1,0,EngineOilPress,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
24,E992CBE5-3734-487C-88AF-0044E9059450,SPN14527,Fuel Gauge of Display,NULL,?,STATE,Y,8,1,0,Fuel Gauge,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
25,E992CBE5-3734-487C-88AF-0044E9059450,SPN00016,Boost Pressure Left bank,NULL,?,KPA,Y,8,1,0,Boost Pressure1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
26,E992CBE5-3734-487C-88AF-0044E9059450,SPN00017,Boost Pressure Right bank,NULL,?,KPA,Y,8,1,0,Boost Pressure2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
27,E992CBE5-3734-487C-88AF-0044E9059450,SPN00120,Exhaust Temperature #1,NULL,?,C,Y,16,1,-273,Exhaust Temperature #1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
28,E992CBE5-3734-487C-88AF-0044E9059450,SPN00121,Exhaust Temperature #2,NULL,?,C,Y,16,1,-273,Exhaust Temperature #2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
29,E992CBE5-3734-487C-88AF-0044E9059450,SPN00122,Exhaust Temperature #3,NULL,?,C,Y,16,1,-273,Exhaust Temperature #3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
30,E992CBE5-3734-487C-88AF-0044E9059450,SPN00123,Exhaust Temperature #4,NULL,?,C,Y,16,1,-273,Exhaust Temperature #4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
31,E992CBE5-3734-487C-88AF-0044E9059450,SPN00124,Exhaust Temperature #5,NULL,?,C,Y,16,1,-273,Exhaust Temperature #5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
32,E992CBE5-3734-487C-88AF-0044E9059450,SPN00125,Exhaust Temperature #6,NULL,?,C,Y,16,1,-273,Exhaust Temperature #6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
33,E992CBE5-3734-487C-88AF-0044E9059450,SPN00126,Exhaust Temperature #7,NULL,?,C,Y,16,1,-273,Exhaust Temperature #7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
34,E992CBE5-3734-487C-88AF-0044E9059450,SPN00127,Exhaust Temperature #8,NULL,?,C,Y,16,1,-273,Exhaust Temperature #8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
35,E992CBE5-3734-487C-88AF-0044E9059450,SPN00128,Exhaust Temperature #9,NULL,?,C,Y,16,1,-273,Exhaust Temperature #9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
36,E992CBE5-3734-487C-88AF-0044E9059450,SPN00129,Exhaust Temperature #10,NULL,?,C,Y,16,1,-273,Exhaust Temperature #10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
37,E992CBE5-3734-487C-88AF-0044E9059450,SPN00130,Exhaust Temperature #11,NULL,?,C,Y,16,1,-273,Exhaust Temperature #11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
38,E992CBE5-3734-487C-88AF-0044E9059450,SPN00131,Exhaust Temperature #12,NULL,?,C,Y,16,1,-273,Exhaust Temperature #12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
